transaction_id,item_id,account_id,date,name,merchant_name,amount,pending
rxDPqnylaBhQjPENeM7QTQAW7zBPMmu7eXDA6,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-05-22,United Airlines,United Airlines,-500.0,False
zerLJXxdZjh8VJbpq4X8i9MZgjDPmBil5Kgym,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-05-21,McDonald's,McDonald's,12.0,False
BjZXwbdznVTWM6zxB54WTboaGEQXjqF4b1Lpg,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-05-21,Starbucks,Starbucks,4.33,False
3Rb5PAwe78IwXadJBW8wSJDnPVRla7fZDL8jV,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-05-20,SparkFun,FUN,89.4,False
xjqMxnw3eNToJMVpwAmoTnGXm6v75Ai63ZAzM,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-05-07,Uber 072515 SF**POOL**,Uber,6.33,False
dLXbg6aPnyHGn5oajqvGUGzgyo7lkXIJjq6bz,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-04-24,Uber 063015 SF**POOL**,Uber,5.4,False
aZXDkbyaWnhQWEA3mj5QTdRN8DgA3VfZBveE5,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-04-22,United Airlines,United Airlines,-500.0,False
4Rbm65jQeEIrZ6pnjq8rfEVM7vob4qSJQK3vy,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-04-21,McDonald's,McDonald's,12.0,False
NENXqDbQx4texLWlZmoeskVyDpWMGaHy4z7G4,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-04-21,Starbucks,Starbucks,4.33,False
PlWVrDXMaPhoadl9v8noTvLNjpMBxauoPnNe4,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-04-20,SparkFun,FUN,89.4,False
jW5zpnXMqDSGexypBJbGUGJwPA1MkeI6VjG7X,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-04-07,Uber 072515 SF**POOL**,Uber,6.33,False
7KbkPD31MGUlgPX9mW8lFa37RBEwGACdoa15W,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-03-25,Uber 063015 SF**POOL**,Uber,5.4,False
epXn6WQjk9HrJM5vkKorfrVKD5eGobtr4XVbg,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-03-23,United Airlines,United Airlines,-500.0,False
QqMyzDg14jI7vEq98yn7T36PdxLaylFw5nagg,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-03-22,McDonald's,McDonald's,12.0,False
Z4MRbWDK1ohzva49wMnzcdwKbzQxZ5fe6vbER,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-03-22,Starbucks,Starbucks,4.33,False
M84XlDGe3aH734WMnxp7TyQqNpBJEAsLJ57Wx,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-03-21,SparkFun,FUN,89.4,False
1RV8JE3jkoIrLMeJwnQrfARpBWqmw3Fp8amkR,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-03-08,Uber 072515 SF**POOL**,Uber,6.33,False
LkaXMDy7BdIyBNnmEvLyIalNPKVAxrCkXm9x5,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-02-24,Uber 063015 SF**POOL**,Uber,5.4,False
pBD4gnp8xrUGAMVWrNRGUygKmV1rnpspZqKvq,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-02-22,United Airlines,United Airlines,-500.0,False
ozDabnNg3KhjmPE6KMbjfjgB16aMyXcodPKZB,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-02-21,McDonald's,McDonald's,12.0,False
ggXqpWZeyRHBAMnPKgwBIGzZ6nD9BAIExGM6j,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-02-21,Starbucks,Starbucks,4.33,False
8rmX6EVL1nsv9kJ8AalvFbpKWnQkyrFWbRrXx,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-02-20,SparkFun,FUN,89.4,False
EQKX7DExyqhbAoxm8pjbIaEgeW6mPJC4qMEBX,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-02-07,Uber 072515 SF**POOL**,Uber,6.33,False
WxMnJDgEQ1hBQDxaW3dBIKlw5G6VbEi6k54b6,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-01-25,Uber 063015 SF**POOL**,Uber,5.4,False
APVX1EbrGDhyJpr3e8ayIQVa6WqlZBu9Qkop4,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-01-23,United Airlines,United Airlines,-500.0,False
GMzXwDBalrfXl19PEjeXH3vymAxMwgF65LnpA,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-01-22,McDonald's,McDonald's,12.0,False
nrDd4n1okqsP49yDqVbPsPg7y64eomtAjXG5G,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-01-22,Starbucks,Starbucks,4.33,False
bMXnpWQ4AbflAkEeg61lFlJ985ye4ncmXJ3kz,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-01-21,SparkFun,FUN,89.4,False
mKDxJnZpzlUNaxoMl3bNcGxKbo4m19IgDlAo9,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2024-01-08,Uber 072515 SF**POOL**,Uber,6.33,False
y7K1dnzxQPfGnREymMpGUVqpE783xlF4zZDag,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2023-12-26,Uber 063015 SF**POOL**,Uber,5.4,False
9z7XkENpLbhkg57yJpqkSpvPbnQVmlC4p3EvB,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2023-12-24,United Airlines,United Airlines,-500.0,False
vNDQBn9zjaHmeJ1pbZ7mIwv417JzNaCqMPXKV,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2023-12-23,McDonald's,McDonald's,12.0,False
RKMnBDXLN7UBN4KzqErBI4AkyRMEqJcagLGq1,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2023-12-23,Starbucks,Starbucks,4.33,False
6q6DXENMZAIe69bkDv8eswmzag3DR8C8BqxlM,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2023-12-22,SparkFun,FUN,89.4,False
XdGJoWElZLTjZJA4xqmjfv9AmZ5PXBubmrxX7,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2023-12-09,Uber 072515 SF**POOL**,Uber,6.33,False
DeqXoDj3mlhDevWmJRPDSL91mG8WPNf35rXoK,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2023-11-26,Uber 063015 SF**POOL**,Uber,5.4,False
V3LJpDG8eMfLepAd89nLTKgz6lRGVBi9BvnVG,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2023-11-24,United Airlines,United Airlines,-500.0,False
wPlZ3m9B74hp1MoEA4Qpsp8y1gLDJjCPbalpe,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2023-11-23,McDonald's,McDonald's,12.0,False
5lb87mGZQWhwnM7bpKkwSAzWaGgKDRF51EpwN,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2023-11-23,Starbucks,Starbucks,4.33,False
JpxXkDRPr3HdrNPeqQMdI5zqVpaZJdcBDG54a,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2023-11-22,SparkFun,FUN,89.4,False
klDBwWj1KVh9xkEQg7e9S9gLJEMwaBiLl38Qk,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2023-11-09,Uber 072515 SF**POOL**,Uber,6.33,False
lkD37n5LrwI4dbEABN94C4ezxM7wdXcpV5rwk,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2023-10-27,Uber 063015 SF**POOL**,Uber,5.4,False
q3DklypEdzfeJPwaZzNesEQvJ6LVM4Sgz5Vm1,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2023-10-25,United Airlines,United Airlines,-500.0,False
KodXRD9jzxcazNjQEG1aT6NlPkXazKiRxjmZb,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2023-10-24,McDonald's,McDonald's,12.0,False
rxDPqnylaBhQjPENeM7QTQAW7zBPMmu7eXDP6,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2023-10-24,Starbucks,Starbucks,4.33,False
zerLJXxdZjh8VJbpq4X8i9MZgjDPmBil5Kg7m,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2023-10-23,SparkFun,FUN,89.4,False
vNDQBn9zjaHmeJ1pbZ7mIwv417JzNaCqMPXz1,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2023-10-10,Uber 072515 SF**POOL**,Uber,6.33,False
RKMnBDXLN7UBN4KzqErBI4AkyRMEqJcagLGlo,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2023-09-27,Uber 063015 SF**POOL**,Uber,5.4,False
6q6DXENMZAIe69bkDv8eswmzag3DR8C8Bqx9Q,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2023-09-25,United Airlines,United Airlines,-500.0,False
XdGJoWElZLTjZJA4xqmjfv9AmZ5PXBubmrx6j,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2023-09-24,McDonald's,McDonald's,12.0,False
DeqXoDj3mlhDevWmJRPDSL91mG8WPNf35rXwW,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2023-09-24,Starbucks,Starbucks,4.33,False
V3LJpDG8eMfLepAd89nLTKgz6lRGVBi9BvnmM,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2023-09-23,SparkFun,FUN,89.4,False
wPlZ3m9B74hp1MoEA4Qpsp8y1gLDJjCPbalNb,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ozDabnNg3KhjmPE6KMbjfjgDx7DK1aioAo7yB,2023-09-10,Uber 072515 SF**POOL**,Uber,6.33,False
klDBwWj1KVh9xkEQg7e9S9gLJEMwaBiLl38QB,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2025-07-18,CREDIT CARD 3333 PAYMENT *//,,25.0,False
lkD37n5LrwI4dbEABN94C4ezxM7wdXcpV5rw4,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2025-07-13,INTRST PYMNT,,-4.22,False
q3DklypEdzfeJPwaZzNesEQvJ6LVM4Sgz5Vmj,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2025-06-18,CREDIT CARD 3333 PAYMENT *//,,25.0,False
KodXRD9jzxcazNjQEG1aT6NlPkXazKiRxjmZZ,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2025-06-13,INTRST PYMNT,,-4.22,False
rxDPqnylaBhQjPENeM7QTQAW7zBPMmu7eXDPw,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2025-05-19,CREDIT CARD 3333 PAYMENT *//,,25.0,False
zerLJXxdZjh8VJbpq4X8i9MZgjDPmBil5Kg7r,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2025-05-14,INTRST PYMNT,,-4.22,False
BjZXwbdznVTWM6zxB54WTboaGEQXjqF4b1LWl,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2025-04-19,CREDIT CARD 3333 PAYMENT *//,,25.0,False
3Rb5PAwe78IwXadJBW8wSJDnPVRla7fZDL8rL,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2025-04-14,INTRST PYMNT,,-4.22,False
xjqMxnw3eNToJMVpwAmoTnGXm6v75Ai63ZA7X,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2025-03-20,CREDIT CARD 3333 PAYMENT *//,,25.0,False
dLXbg6aPnyHGn5oajqvGUGzgyo7lkXIJjq6Mo,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2025-03-15,INTRST PYMNT,,-4.22,False
aZXDkbyaWnhQWEA3mj5QTdRN8DgA3VfZBveaR,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2025-02-18,CREDIT CARD 3333 PAYMENT *//,,25.0,False
4Rbm65jQeEIrZ6pnjq8rfEVM7vob4qSJQK3rd,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2025-02-13,INTRST PYMNT,,-4.22,False
NENXqDbQx4texLWlZmoeskVyDpWMGaHy4z7jy,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2025-01-19,CREDIT CARD 3333 PAYMENT *//,,25.0,False
PlWVrDXMaPhoadl9v8noTvLNjpMBxauoPnNkX,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2025-01-14,INTRST PYMNT,,-4.22,False
jW5zpnXMqDSGexypBJbGUGJwPA1MkeI6VjGMZ,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2024-12-20,CREDIT CARD 3333 PAYMENT *//,,25.0,False
7KbkPD31MGUlgPX9mW8lFa37RBEwGACdoa1l1,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2024-12-15,INTRST PYMNT,,-4.22,False
epXn6WQjk9HrJM5vkKorfrVKD5eGobtr4XVdE,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2024-11-20,CREDIT CARD 3333 PAYMENT *//,,25.0,False
QqMyzDg14jI7vEq98yn7T36PdxLaylFw5naMZ,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2024-11-15,INTRST PYMNT,,-4.22,False
Z4MRbWDK1ohzva49wMnzcdwKbzQxZ5fe6vbRx,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2024-10-21,CREDIT CARD 3333 PAYMENT *//,,25.0,False
M84XlDGe3aH734WMnxp7TyQqNpBJEAsLJ57lk,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2024-10-16,INTRST PYMNT,,-4.22,False
1RV8JE3jkoIrLMeJwnQrfARpBWqmw3Fp8amKE,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2024-09-21,CREDIT CARD 3333 PAYMENT *//,,25.0,False
LkaXMDy7BdIyBNnmEvLyIalNPKVAxrCkXm9Qz,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2024-09-16,INTRST PYMNT,,-4.22,False
pBD4gnp8xrUGAMVWrNRGUygKmV1rnpspZqKry,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2024-08-22,CREDIT CARD 3333 PAYMENT *//,,25.0,False
ozDabnNg3KhjmPE6KMbjfjgB16aMyXcodPKMJ,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2024-08-17,INTRST PYMNT,,-4.22,False
ggXqpWZeyRHBAMnPKgwBIGzZ6nD9BAIExGMVv,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2024-07-23,CREDIT CARD 3333 PAYMENT *//,,25.0,False
8rmX6EVL1nsv9kJ8AalvFbpKWnQkyrFWbRr1D,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2024-07-18,INTRST PYMNT,,-4.22,False
EQKX7DExyqhbAoxm8pjbIaEgeW6mPJC4qMERD,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2024-06-23,CREDIT CARD 3333 PAYMENT *//,,25.0,False
WxMnJDgEQ1hBQDxaW3dBIKlw5G6VbEi6k54Mp,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2024-06-18,INTRST PYMNT,,-4.22,False
APVX1EbrGDhyJpr3e8ayIQVa6WqlZBu9QkowZ,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2024-05-24,CREDIT CARD 3333 PAYMENT *//,,25.0,False
GMzXwDBalrfXl19PEjeXH3vymAxMwgF65Ln9k,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2024-05-19,INTRST PYMNT,,-4.22,False
nrDd4n1okqsP49yDqVbPsPg7y64eomtAjXGkn,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2024-04-24,CREDIT CARD 3333 PAYMENT *//,,25.0,False
bMXnpWQ4AbflAkEeg61lFlJ985ye4ncmXJ3L1,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2024-04-19,INTRST PYMNT,,-4.22,False
mKDxJnZpzlUNaxoMl3bNcGxKbo4m19IgDlAjz,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2024-03-25,CREDIT CARD 3333 PAYMENT *//,,25.0,False
y7K1dnzxQPfGnREymMpGUVqpE783xlF4zZDdX,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2024-03-20,INTRST PYMNT,,-4.22,False
9z7XkENpLbhkg57yJpqkSpvPbnQVmlC4p3E8D,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2024-02-24,CREDIT CARD 3333 PAYMENT *//,,25.0,False
vNDQBn9zjaHmeJ1pbZ7mIwv417JzNaCqMPXx1,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2024-02-19,INTRST PYMNT,,-4.22,False
RKMnBDXLN7UBN4KzqErBI4AkyRMEqJcagLGjo,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2024-01-25,CREDIT CARD 3333 PAYMENT *//,,25.0,False
6q6DXENMZAIe69bkDv8eswmzag3DR8C8BqxJQ,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2024-01-20,INTRST PYMNT,,-4.22,False
XdGJoWElZLTjZJA4xqmjfv9AmZ5PXBubmrxgj,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2023-12-26,CREDIT CARD 3333 PAYMENT *//,,25.0,False
DeqXoDj3mlhDevWmJRPDSL91mG8WPNf35rXeW,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2023-12-21,INTRST PYMNT,,-4.22,False
V3LJpDG8eMfLepAd89nLTKgz6lRGVBi9BvnkM,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2023-11-26,CREDIT CARD 3333 PAYMENT *//,,25.0,False
wPlZ3m9B74hp1MoEA4Qpsp8y1gLDJjCPbal9b,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2023-11-21,INTRST PYMNT,,-4.22,False
5lb87mGZQWhwnM7bpKkwSAzWaGgKDRF51EpVD,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2023-10-27,CREDIT CARD 3333 PAYMENT *//,,25.0,False
JpxXkDRPr3HdrNPeqQMdI5zqVpaZJdcBDG5jr,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2023-10-22,INTRST PYMNT,,-4.22,False
klDBwWj1KVh9xkEQg7e9S9gLJEMwaBiLl38EB,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2023-09-27,CREDIT CARD 3333 PAYMENT *//,,25.0,False
lkD37n5LrwI4dbEABN94C4ezxM7wdXcpV5rW4,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,ggXqpWZeyRHBAMnPKgwBIGzr7Krw6DUE9En1j,2023-09-22,INTRST PYMNT,,-4.22,False
KodXRD9jzxcazNjQEG1aT6NlPkXazKiRxjm8Z,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,8rmX6EVL1nsv9kJ8AalvFbp1V31aWQFW5WLmx,2025-07-17,CD DEPOSIT .INITIAL.,,1000.0,False
rxDPqnylaBhQjPENeM7QTQAW7zBPMmu7eXDww,dLXbg6aPnyHGn5oajqvGUGzar3Gr9aiZrQzd8,8rmX6EVL1nsv9kJ8AalvFbp1V31aWQFW5WLmx,2025-06-17,CD DEPOSIT .INITIAL.,,1000.0,False
